id_ipm,id_kab_kota,NAMA_KAB_KOTA,PROVINSI,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
IPM163,163,Cianjur,Jawa Barat,"58,58","59,38","60,28","61,68","62,08","62,42","62,92","63,7","64,62","65,38","65,36","65,56","65,94","66,55","67,24"
IPM164,164,Bandung,Jawa Barat,"67,28","67,78","68,13","68,58","69,06","70,05","70,69","71,02","71,75","72,41","72,39","72,73","73,16","73,74","74,27"
IPM165,165,Garut,Jawa Barat,"60,23","60,55","61,04","61,67","62,23","63,21","63,64","64,52","65,42","66,22","66,12","66,45","67,41","68,11","68,79"
IPM166,166,Tasikmalaya,Jawa Barat,"60,21","61,05","61,69","62,4","62,79","63,17","63,57","64,14",65,"65,64","65,67","65,9","66,84","67,76","68,36"
IPM167,167,Ciamis,Jawa Barat,"64,64","65,48","66,29","67,2","67,64","68,02","68,45","68,87","69,63","70,39","70,49","70,93","71,45","72,05","72,56"
IPM168,168,Kuningan,Jawa Barat,"64,4","65,04","65,6","66,16","66,63","67,19","67,51","67,78","68,55","69,12","69,38","69,71","70,16","70,72","71,26"
IPM169,169,Cirebon,Jawa Barat,"63,64","64,17","64,48","65,06","65,53","66,07","66,7","67,39","68,05","68,69","68,75","69,12","70,06","70,95","71,44"
IPM170,170,Majalengka,Jawa Barat,"62,3","62,67","63,13","63,71","64,07","64,75","65,25","65,92","66,72","67,52","67,59","67,81","68,56","69,13","69,74"
IPM171,171,Sumedang,Jawa Barat,"66,04","66,16","67,36","68,47","68,76","69,29","69,45","70,07","70,99","71,46","71,64","71,8","72,69","73,18","73,73"
IPM172,172,Indramayu,Jawa Barat,"60,86","61,47","62,09","62,98","63,55","64,36","64,78","65,58","66,36","66,97","67,29","67,64","68,55","69,25","69,83"
IPM173,173,Subang,Jawa Barat,"63,54","64,21","64,86","65,48","65,8","66,52","67,14","67,73","68,31","68,69","68,95","69,13","69,87","70,7","71,36"
IPM174,174,Purwakarta,Jawa Barat,"64,93","65,51","66,3","67,09","67,32","67,84","68,56","69,28","69,98","70,67","70,82","70,98","71,56","72,09","72,65"
IPM175,175,Karawang,Jawa Barat,"64,58","65,21","65,97","66,61","67,08","67,66","68,19","69,17","69,89","70,86","70,66","70,94","71,74","72,35","72,9"
IPM176,176,Bekasi,Jawa Barat,"67,58","68,66","69,38","70,09","70,51","71,19","71,83","72,63","73,49","73,99","74,07","74,45","75,22","75,76","76,44"
IPM177,177,Bandung Barat,Jawa Barat,"61,34","62,36","63,17","63,93","64,27","65,23","65,81","66,63","67,46","68,27","68,08","68,29","69,04","69,61","70,03"
IPM178,178,Pangandaran,Jawa Barat,-,-,-,"64,73","65,29","65,62","65,79","66,6","67,44","68,21","68,06","68,28","69,03","69,38","69,85"
IPM179,179,Kota Bogor,Jawa Barat,"71,25","71,72","72,25","72,86","73,1","73,65","74,5","75,16","75,66","76,23","76,11","76,59","77,17","77,85","78,52"
IPM180,180,Kota Sukabumi,Jawa Barat,"67,94","68,67","69,74","70,81","71,19","71,84","72,33","73,03","73,55","74,31","74,21","74,6","75,4","76,32","76,85"
IPM181,181,Kota Bandung,Jawa Barat,"77,49","78,13","78,3","78,55","78,98","79,67","80,13","80,31","81,06","81,62","81,51","81,96","82,5","83,04","83,52"
IPM182,182,Kota Cirebon,Jawa Barat,"70,74","71,49","71,97","72,27","72,93","73,34","73,7",74,"74,35","74,92","74,89","75,25","75,89","76,46","77,08"
IPM183,183,Kota Bekasi,Jawa Barat,"76,77","77,48","77,71","78,63","78,84","79,63","79,95","80,3","81,04","81,59","81,5","81,95","82,46","83,03","83,54"
IPM184,184,Kota Depok,Jawa Barat,"76,66","76,96","77,28","78,27","78,58","79,11","79,6","79,83","80,29","80,82","80,97","81,37","81,86","82,38","82,91"
IPM185,185,Kota Cimahi,Jawa Barat,"73,76","74,41","74,99","75,85","76,06","76,42","76,69","76,95","77,56","78,11","77,83","78,06","78,77","79,46","80,08"
IPM186,186,Kota Tasikmalaya,Jawa Barat,"66,58","67,18","67,84","68,63","69,04","69,99","70,58","71,51","72,03","72,84","73,04","73,31","73,83","74,47","75,04"
IPM187,187,Kota Banjar,Jawa Barat,"66,81","67,15","67,53","68,01","68,34","69,31","70,09","70,79","71,25","71,75","71,7","71,92","72,55","73,08","73,64"
IPM188,188,Cilacap,Jawa Tengah,"64,18","64,73","65,72","66,8","67,25","67,77","68,6","68,9","69,56","69,98","69,95","70,42","70,99","71,83","72,38"
IPM189,189,Banyumas,Jawa Tengah,"66,87","67,45","68,06","68,55","69,25","69,89","70,49","70,75","71,3","71,96","71,98","72,44","73,17","73,86","74,52"
IPM190,190,Purbalingga,Jawa Tengah,"63,61","64,33","64,94","65,53","66,23","67,03","67,48","67,72","68,41","68,99","68,97","69,15","69,54","70,24","70,69"
IPM191,191,Banjarnegara,Jawa Tengah,"60,7","61,58","62,29","62,84","63,15","64,73","65,52","65,86","66,54","67,34","67,45","67,86","68,61","69,14","69,6"
IPM192,192,Kebumen,Jawa Tengah,"63,08","64,05","64,47","64,86","65,67","66,87","67,41","68,29","68,8","69,6","69,81","70,05","70,79","71,37","71,93"
IPM193,193,Purworejo,Jawa Tengah,"68,16","69,11","69,4","69,77","70,12","70,37","70,66","71,31","71,87","72,5","72,68","72,98","73,6","74,28","75,11"
IPM194,194,Wonosobo,Jawa Tengah,"62,5","63,07","64,18","64,57","65,2","65,7","66,19","66,89","67,81","68,27","68,22","68,43","68,89","69,37","69,82"
IPM195,195,Magelang,Jawa Tengah,"63,28","64,16","64,75","65,86","66,35","67,13","67,85","68,39","69,11","69,87","69,87","70,12","70,85","71,45","71,99"
IPM196,196,Boyolali,Jawa Tengah,"68,76","69,14","69,51","69,81","70,34","71,74","72,18","72,64","73,22","73,8","74,25","74,4","74,97","75,41","75,96"
IPM197,197,Klaten,Jawa Tengah,"70,76","71,16","71,71","72,42","73,19","73,81","73,97","74,25","74,79","75,29","75,56","76,12","76,95","77,59","78,16"
IPM198,198,Sukoharjo,Jawa Tengah,"71,53","72,34","72,81","73,22","73,76","74,53","75,06","75,56","76,07","76,84","76,98","77,13","77,94","78,65","79,3"
IPM199,199,Wonogiri,Jawa Tengah,"63,9","64,75","65,75","66,4","66,77","67,76","68,23","68,66","69,37","69,98","70,25","70,49","71,04","71,97","72,55"
IPM200,200,Karanganyar,Jawa Tengah,"70,31",71,"72,26","73,33","73,89","74,26","74,9","75,22","75,54","75,89","75,86","75,99","76,58","77,31","78,11"
IPM201,201,Sragen,Jawa Tengah,"67,67","68,12","68,91","69,95","70,52","71,1","71,43","72,4","72,96","73,43","73,95","74,08","74,65","75,1","75,53"
IPM202,202,Grobogan,Jawa Tengah,"64,56","65,41","66,39","67,43","67,77","68,05","68,52","68,87","69,32","69,86","69,87","70,41","70,97","71,49","72,02"
IPM203,203,Blora,Jawa Tengah,"63,02","63,88","64,7","65,37","65,84","66,22","66,61","67,52","67,95","68,65","68,84","69,37","69,95","70,63","71,39"
IPM204,204,Rembang,Jawa Tengah,"64,53","65,36","66,03","66,84","67,4","68,18","68,6","68,95","69,46","70,15","70,02","70,43",71,"71,89","72,53"
IPM205,205,Pati,Jawa Tengah,"65,13","65,71","66,13","66,47","66,99","68,51","69,03","70,12","70,71","71,35","71,77","72,28","73,14","73,59","74,1"
IPM206,206,Kudus,Jawa Tengah,"69,22","69,89","70,57","71,58",72,"72,72","72,94","73,84","74,58","74,94",75,"75,16","75,89","76,71","77,22"
IPM207,207,Jepara,Jawa Tengah,"66,76","67,63","68,45","69,11","69,61","70,02","70,25","70,79","71,38","71,88","71,99","72,36","73,15","73,85","74,32"
IPM208,208,Demak,Jawa Tengah,"66,02","66,84","67,55","68,38","68,95","69,75","70,1","70,41","71,26","71,87","72,22","72,57","73,36","74,07","74,57"
IPM209,209,Semarang,Jawa Tengah,"69,58","70,35","70,88","71,29","71,65","71,89","72,4","73,2","73,61","74,14","74,1","74,24","74,67","75,13","75,67"
IPM210,210,Temanggung,Jawa Tengah,"63,08","64,14","64,91","65,52","65,97","67,07","67,6","68,34","68,83","69,56","69,57","69,88","70,77","71,33","71,87"
IPM211,211,Kendal,Jawa Tengah,"66,23","66,96","67,55","67,98","68,46","69,57","70,11","70,62","71,28","71,97","72,29","72,5","73,19","73,86","74,34"
IPM212,212,Batang,Jawa Tengah,"61,64","62,59","63,09","63,6","64,07","65,46","66,38","67,35","67,86","68,42","68,65","68,92","69,45","70,2","70,74"
IPM213,213,Pekalongan,Jawa Tengah,"63,75","64,72","65,33","66,26","66,98","67,4","67,71","68,4","68,97","69,71","69,63","70,11","70,81","71,4","71,84"
IPM214,214,Pemalang,Jawa Tengah,"58,64","59,66","60,78","61,81","62,35","63,7","64,17","65,04","65,67","66,32","66,32","66,56","67,19","68,03","68,55"
IPM215,215,Tegal,Jawa Tengah,"61,14","61,97","62,67","63,5","64,1","65,04","65,84","66,44","67,33","68,24","68,39","68,79","69,53","70,23","70,77"
IPM216,216,Brebes,Jawa Tengah,"59,49","60,51","60,92","61,87","62,55","63,18","63,98","64,86","65,68","66,12","66,11","66,32","67,03","67,95","68,46"
IPM217,217,Kota Magelang,Jawa Tengah,"73,99","74,47",75,"75,29","75,79","76,39","77,16","77,84","78,31","78,8","78,99","79,43","80,39","81,17","82,15"
IPM218,218,Kota Surakarta,Jawa Tengah,"77,45",78,"78,44","78,89","79,34","80,14","80,76","80,85","81,46","81,86","82,21","82,62","83,08","83,54","84,4"
IPM219,219,Kota Salatiga,Jawa Tengah,"78,35","78,76","79,1","79,37","79,98","80,96","81,14","81,68","82,41","83,12","83,14","83,6","84,35","84,99","85,72"
IPM220,220,Kota Semarang,Jawa Tengah,"76,96","77,58","78,04","78,68","79,24","80,23","81,19","82,01","82,72","83,19","83,05","83,55","84,08","84,43","85,25"
IPM221,221,Kota Pekalongan,Jawa Tengah,"68,95","69,54","69,95","70,82","71,53","72,69","73,32","73,77","74,24","74,77","74,98","75,4","75,9","76,71","77,22"
IPM222,222,Kota Tegal,Jawa Tengah,"69,33","70,03","70,68","71,44","72,2","72,96","73,55","73,95","74,44","74,93","75,07","75,52","76,15","77,02","77,43"
IPM223,223,Kulon Progo,DI Yogyakarta,"68,83","69,53","69,74","70,14","70,68","71,52","72,38","73,23","73,76","74,44","74,46","74,71","75,46","75,79","76,14"
IPM224,224,Bantul,DI Yogyakarta,"75,31","75,79","76,13","76,78","77,11","77,99","78,42","78,67","79,45","80,01","80,01","80,28","80,69","81,39","81,74"
IPM225,225,Gunung Kidul,DI Yogyakarta,"64,2","64,83","65,69","66,31","67,03","67,41","67,82","68,73","69,24","69,96","69,98","70,16","70,96","71,24","71,89"
IPM226,226,Sleman,DI Yogyakarta,"79,69","80,04","80,1","80,26","80,73","81,2","82,15","82,85","83,42","83,85","83,84",84,"84,31","84,77","85,61"
IPM227,227,Kota Yogyakarta,DI Yogyakarta,"82,72","82,98","83,29","83,61","83,78","84,56","85,32","85,49","86,11","86,65","86,61","87,18","87,69","88,28","88,77"
IPM228,228,Pacitan,Jawa Timur,"61,14","62,03","62,94","63,38","63,81","64,92","65,74","66,51","67,33","68,16","68,39","68,57","69,37","70,19","70,74"
IPM229,229,Ponorogo,Jawa Timur,"64,13","65,28","66,16","67,03","67,4","68,16","68,93","69,26","69,91","70,56","70,81","71,06","71,87","72,5","73,01"
IPM230,230,Trenggalek,Jawa Timur,"63,67","64,27","65,01","65,76","66,16","67,25","67,78","68,1","68,71","69,46","69,74","70,06",71,"71,73","72,24"
IPM231,231,Tulungagung,Jawa Timur,"67,28","67,76","68,29","69,3","69,49","70,07","70,82","71,24","71,99","72,62",73,"73,15","74,06","74,61","75,09"
IPM232,232,Blitar,Jawa Timur,"64,79","65,47","66,17","66,49","66,88","68,13","68,88","69,33","69,93","70,57","70,58","71,05","71,86","72,49","73,09"
IPM233,233,Kediri,Jawa Timur,"66,24","66,84","67,29","68,01","68,44","68,91","69,87","70,47","71,07","71,85","72,05","72,56","73,46","73,96","74,44"
IPM234,234,Malang,Jawa Timur,"63,47","63,97","64,71","65,2","65,59","66,63","67,51","68,47","69,4","70,35","70,36","70,6","71,38","72,16","72,68"
IPM235,235,Lumajang,Jawa Timur,"59,62","60,72","61,31","61,87","62,33","63,02","63,74","64,23","64,83","65,33","65,46","66,07","66,95","67,87","68,8"
IPM236,236,Jember,Jawa Timur,"59,94","60,64","61,31","62,43","62,64","63,04","64,01","64,96","65,96","66,69","67,11","67,32","67,97","68,64","69,15"
IPM237,237,Banyuwangi,Jawa Timur,"64,54","65,48","66,12","66,74","67,31","68,08",69,"69,64","70,06","70,6","70,62","71,38","71,94","72,61","73,11"
IPM238,238,Bondowoso,Jawa Timur,"59,47","60,46","62,24","63,21","63,43","63,95","64,52","64,75","65,27","66,09","66,43","66,59","67,31","67,99","68,65"
IPM239,239,Situbondo,Jawa Timur,"60,07","60,82","62,23","63,43","63,91","64,53","65,08","65,68","66,42","67,09","67,38","67,78","68,25","69,16","69,75"
IPM240,240,Probolinggo,Jawa Timur,"59,83","60,3","61,33","62,61","63,04","63,83","64,12","64,28","64,85","65,6","66,07","66,26","66,96","67,79","68,29"
IPM241,241,Pasuruan,Jawa Timur,"60,79","61,43","62,31","63,74","64,35","65,04","65,71","66,69","67,41","68,29","68,6","68,93","69,68","70,29","70,73"
IPM242,242,Sidoarjo,Jawa Timur,"73,75","74,48","75,14","76,39","76,78","77,43","78,17","78,7","79,5","80,05","80,29","80,65","81,02","81,55","82,31"
IPM243,243,Mojokerto,Jawa Timur,"68,14","68,71","69,17","69,84","70,22","70,85","71,38","72,36","72,64","73,53","73,83","74,15","74,89","75,53","75,98"
IPM244,244,Jombang,Jawa Timur,"66,2","66,84","67,82","68,63","69,07","69,59","70,03","70,88","71,86","72,85","72,97","73,45","74,05","74,6","75,1"
IPM245,245,Nganjuk,Jawa Timur,"65,6","66,58","68,07","68,98","69,59","69,9","70,5","70,69","71,23","71,71","71,72","71,97","72,93","73,71","74,23"
IPM246,246,Madiun,Jawa Timur,"64,87","65,98","67,32","68,07","68,6","69,39","69,67","70,27","71,01","71,69","71,73","71,88","72,39","72,97","73,74"
IPM247,247,Magetan,Jawa Timur,"67,58","68,52","69,56","69,86","70,29","71,39","71,94","72,6","72,91","73,49","73,92","74,15","74,85","75,41","75,87"
IPM248,248,Ngawi,Jawa Timur,"64,52","65,84","66,72","67,25","67,78","68,32","68,96","69,27","69,91","70,41","70,54","71,04","71,75","72,47","73,09"
IPM249,249,Bojonegoro,Jawa Timur,"62,19","63,22","64,2","64,85","65,27","66,17","66,73","67,28","67,85","68,75","69,04","69,59","70,12","70,85","71,78"
IPM250,250,Tuban,Jawa Timur,"61,33","62,47","63,36","64,14","64,58","65,52","66,19","66,77","67,43","68,37","68,4","68,91","69,67","70,34","71,23"
IPM251,251,Lamongan,Jawa Timur,"65,4","66,21","67,51","68,9","69,42","69,84","70,34","71,11","71,97","72,57","72,58","73,12","74,02","74,53","75,13"
IPM252,252,Gresik,Jawa Timur,"69,9","71,11","72,12","72,47","72,84","73,57","74,46","74,84","75,28","76,1","76,11","76,5","77,16","77,98","78,45"
IPM253,253,Bangkalan,Jawa Timur,"57,23","58,63","59,65","60,19","60,71","61,49","62,06","62,3","62,87","63,79","64,11","64,36","65,05","65,75","66,27"
IPM254,254,Sampang,Jawa Timur,"54,49","55,17","55,78","56,45","56,98","58,18","59,09","59,9",61,"61,94","62,7","62,8","63,39","64,13","64,65"
IPM255,255,Pamekasan,Jawa Timur,"59,37","60,42","61,21","62,27","62,66","63,1","63,98","64,93","65,41","65,94","66,26","66,4","66,99","67,96","68,49"
IPM256,256,Sumenep,Jawa Timur,"57,27","58,7","60,08","60,84","61,43","62,38","63,42","64,28","65,25","66,22","66,43","67,04","67,87","68,61","69,26"
IPM257,257,Kota Kediri,Jawa Timur,"72,2","72,93","73,66","74,18","74,62","75,67","76,33","77,13","77,58","78,08","78,23","78,6","79,59","80,44","81,35"
IPM258,258,Kota Blitar,Jawa Timur,"72,56","73,08","73,53","74,53","75,26",76,"76,71","77,1","77,58","78,56","78,57","78,98","79,93","80,63","81,27"
IPM259,259,Kota Malang,Jawa Timur,"76,69","77,36","78,04","78,44","78,96","80,05","80,46","80,65","80,89","81,32","81,45","82,04","82,71","83,39","84,06"
IPM260,260,Kota Probolinggo,Jawa Timur,"67,3","68,14","68,93","70,05","70,49","71,01","71,5","72,09","72,53","73,27","73,27","73,66","74,56","75,43","76,27"
IPM261,261,Kota Pasuruan,Jawa Timur,"69,69","70,41","72,01","72,89","73,23","73,78","74,11","74,39","74,78","75,25","75,26","75,62","76,54","77,17","77,75"
IPM262,262,Kota Mojokerto,Jawa Timur,"72,78","73,47","74,2","74,91","75,04","75,54","76,38","76,77","77,14","77,96","78,04","78,43","79,32","80,07","80,92"
IPM263,263,Kota Madiun,Jawa Timur,"75,98","76,48","77,21","78,41","78,81","79,48","80,01","80,13","80,33","80,88","80,91","81,25","82,01","82,71","83,48"
IPM264,264,Kota Surabaya,Jawa Timur,"77,2","77,62","78,05","78,51","78,87","79,47","80,38","81,07","81,74","82,22","82,23","82,31","82,74","83,45","84,14"
IPM265,265,Kota Batu,Jawa Timur,"68,66","69,76","70,62","71,55","71,89","72,62","73,57","74,26","75,04","75,88","75,9","76,28","77,22","78,18","78,79"
IPM266,266,Pandeglang,Banten,"59,08","59,92","60,48","61,35","62,06","62,72","63,4","63,82","64,34","64,91",65,"65,17","65,84","66,42","66,99"
IPM267,267,Lebak,Banten,"58,83","59,82","60,22","61,13","61,64","62,03","62,78","62,95","63,37","63,88","63,91","64,03","64,71","65,21","65,86"
IPM268,268,Tangerang,Banten,"68,01","68,45","68,83","69,28","69,57","70,05","70,44","70,97","71,59","71,93","71,92","72,29","72,97","73,43","74,09"
IPM269,269,Serang,Banten,"60,96","61,97","62,97","63,57","63,97","64,61","65,12","65,6","65,93","66,38","66,7","66,82","67,75","68,39","69,03"
IPM270,270,Kota Tangerang,Banten,"73,69","74,15","74,57","75,04","75,87","76,08","76,81","77,01","77,92","78,43","78,25","78,5","78,9","79,46","80,02"
IPM271,271,Kota Cilegon,Banten,"68,8","69,26","70,07","70,99","71,57","71,81","72,04","72,29","72,65","73,01","73,05","73,35","73,95","74,54","75,14"
IPM272,272,Kota Serang,Banten,"68,25","68,69","69,43","69,69","70,26","70,51","71,09","71,31","71,68","72,1","72,16","72,44","72,98","73,48","73,99"
IPM273,273,Kota Tangerang Selatan,Banten,-,"76,99","77,68","78,65","79,17","79,38","80,11","80,84","81,17","81,48","81,36","81,6","81,95","82,28","82,89"
IPM274,274,Jembrana,Bali,"66,7","67,53","67,94","68,39","68,67","69,66","70,38","70,72","71,65","72,35","72,36","72,75","73,58","74,04","74,6"
IPM275,275,Tabanan,Bali,"70,68","71,35","71,69","72,31","72,68","73,54","74,19","74,86","75,45","76,16","76,17","76,45","76,75","77,43","78,42"
IPM276,276,Badung,Bali,"75,84","76,66","77,26","77,63","77,98","78,86","79,8","80,54","80,87","81,59","81,6","81,83","82,13","83,08","83,87"
IPM277,277,Gianyar,Bali,"71,45","72,5","73,36",74,"74,29","75,03","75,7","76,09","76,71","77,14","77,36","77,7","78,39","79,24","79,82"
IPM278,278,Klungkung,Bali,"66,01","67,01","67,64","68,08","68,3","68,98","69,31","70,13","70,9","71,71","71,73","71,75","72,55","73,11","74,04"
IPM279,279,Bangli,Bali,"63,43","63,87","64,53","65,47","65,75","66,24","67,03","68,24","68,96","69,35","69,36","69,37","70,26","70,79","71,34"
IPM280,280,Karangasem,Bali,"60,58","61,6","62,95","63,7","64,01","64,68","65,23","65,57","66,49","67,34","67,35","67,36","68,28","68,91","69,74"
IPM281,281,Buleleng,Bali,"66,98","67,73","68,29","68,83","69,16","70,03","70,65","71,11","71,7","72,3","72,55","72,56","73,45","73,97","74,52"
IPM282,282,Kota Denpasar,Bali,"79,19","79,77","80,45","81,32","81,65","82,24","82,58","83,01","83,3","83,68","83,93","84,03","84,37","84,73","85,22"
IPM283,283,Lombok Barat,Nusa Tenggara Barat,"60,61","61,64","62,24","62,91","63,52","64,62","65,55","66,37","67,18","68,03","68,2","68,61","69,41","70,15","70,67"
IPM284,284,Lombok Tengah,Nusa Tenggara Barat,"58,97","59,77","60,57","61,25","61,88","62,74","63,22","64,36","65,36","66,36","66,43","66,72","67,57","68,4","69,17"
IPM285,285,Lombok Timur,Nusa Tenggara Barat,"58,86","59,84","60,73","61,43","62,07","62,83","63,7","64,37","65,35","66,23","66,3","66,66","67,59","68,41","69,23"
IPM286,286,Sumbawa,Nusa Tenggara Barat,"60,93","61,5","61,96","62,44","62,88","63,91","64,89","65,84","66,77","67,6","67,61","68,01","68,89","69,87","70,55"
IPM287,287,Dompu,Nusa Tenggara Barat,"61,44","61,84","62,6","63,16","63,53","64,56","65,48","66,33","66,97","67,83","67,84","68,45","69,15","69,98","70,78"
IPM288,288,Bima,Nusa Tenggara Barat,"60,19","60,62","61,05","62,08","62,61","63,48","64,15","65,01","65,62","66,37","66,3","66,66","67,57","68,28","68,94"
IPM289,289,Sumbawa Barat,Nusa Tenggara Barat,"65,42","65,94","66,45","66,86","67,19","68,38","69,26","70,08","70,71","71,52","71,63","71,85","72,65","73,17","73,86"
IPM290,290,Lombok Utara,Nusa Tenggara Barat,"56,13","57,13","58,19","59,2","60,17","61,15","62,24","63,04","63,83","64,49","64,42","64,77","65,7","66,62","67,24"
IPM291,291,Kota Mataram,Nusa Tenggara Barat,"72,47","73,5","74,22","75,22","75,93","76,37","77,2","77,84","78,43","79,1","78,91","79,14","79,59","80,09","80,6"
IPM292,292,Kota Bima,Nusa Tenggara Barat,"70,11","70,57","71,21","71,72","72,23","72,99","73,67","74,36","75,04","75,8","75,81","76,11","76,84","77,36","78,04"
IPM293,293,Sumba Barat,Nusa Tenggara Timur,"58,5","59,33","59,98","60,55","60,9","61,36","61,85","62,3","62,91","63,56","63,53","63,83","64,43","65,22","66,06"
IPM294,294,Sumba Timur,Nusa Tenggara Timur,"59,94","60,43","60,89","61,44","62,04","62,54","63,22","64,19","64,65","65,34","65,52","65,74","66,17","67,05","67,68"
IPM295,295,Kupang,Nusa Tenggara Timur,"58,57","59,74","60,34","61,07","61,68","62,04","62,39","62,79","63,55","64,43","64,32","64,41","65,04","65,82","66,57"
IPM296,296,Timor Tengah Selatan,Nusa Tenggara Timur,"55,72","56,82","57,94","58,76","59,41","59,9","60,37","61,08","61,58","62,23","62,15","62,16","62,73","63,58","64,36"
IPM297,297,Timor Tengah Utara,Nusa Tenggara Timur,"56,93","57,87","59,04","59,56","60,41","60,96","61,54","62,03","62,65","63,34","63,53","63,69","64,26","65,16","65,83"
IPM298,298,Belu,Nusa Tenggara Timur,"55,78","56,63","57,58","59,12","59,72","60,54","61,04","61,44","61,86","62,54","62,68","62,77","63,22","63,83","64,43"
IPM299,299,Alor,Nusa Tenggara Timur,"55,46","56,01","56,47","57,52",58,"58,5","58,99","59,61","60,14","61,03","61,33","61,37","62,26","62,99","63,82"
IPM300,300,Lembata,Nusa Tenggara Timur,"57,78","58,76","59,51","60,56","61,45","62,16","62,81","63,09","63,96","64,91","64,74","64,75","65,47","66,12","66,62"
IPM301,301,Flores Timur,Nusa Tenggara Timur,"57,28","58,15","58,93","59,8","60,42","61,24","61,9","62,89","63,55","64,34","64,22","64,22","64,93","65,79","66,29"
IPM302,302,Sikka,Nusa Tenggara Timur,"59,04","59,62","60,12","60,84","61,36","61,81","62,42","63,08","63,89","64,75","65,11","65,41","66,06","66,89","67,41"
IPM303,303,Ende,Nusa Tenggara Timur,"61,92","62,78","63,93","64,64","65,25","65,54","65,74","66,11","66,62","67,2","67,04","67,3","67,97","68,63","69,11"
IPM304,304,Ngada,Nusa Tenggara Timur,"61,84","62,8","63,57","64,43","64,64","65,1","65,61","66,47","67,1","67,76","67,88","67,88","68,26","69,14","69,52"
IPM305,305,Manggarai,Nusa Tenggara Timur,"57,18","58,02","58,92","59,49","60,08","60,87","61,67","62,24","63,32","64,15","64,54","65,01","65,83","66,42","67,28"
IPM306,306,Rote Ndao,Nusa Tenggara Timur,"54,79","55,78","56,56","57,28","57,82","58,32","59,28","60,51","61,51","62,22","62,39","62,6","63,21",64,"64,59"
IPM307,307,Manggarai Barat,Nusa Tenggara Timur,"57,08","57,75","58,13","59,02","59,64","60,04","60,63","61,65","62,58","63,5","63,89","64,17","64,92","65,81","66,65"
IPM308,308,Sumba Tengah,Nusa Tenggara Timur,"55,35","56,21","56,66","57,25","57,6","57,91","58,52","59,39","60,07","61,01","61,53","61,8","62,71","63,48","64,31"
IPM309,309,Sumba Barat Daya,Nusa Tenggara Timur,"56,37","57,35","58,22","59,26","59,9","60,53","61,31","61,46","61,89","62,6","62,28","62,29","63,15","63,74","64,27"
IPM310,310,Nagekeo,Nusa Tenggara Timur,"60,19","61,05","61,6","62,24","62,71","63,33","63,93","64,74","65,35","65,88","65,81","65,82","66,22","67,07","67,72"
IPM311,311,Manggarai Timur,Nusa Tenggara Timur,"54,26","54,97","55,28","55,74","56,58","56,83","57,5","58,51","59,49","60,47","60,85","61,37","62,3","63,24","64,2"
IPM312,312,Sabu Raijua,Nusa Tenggara Timur,-,"49,16","50,3","51,55","52,51","53,28","54,16","55,22","55,79","56,66","57,02","57,03","57,9","58,89","59,58"
IPM313,313,Malaka,Nusa Tenggara Timur,-,-,-,"56,14","56,94","57,51","58,29","58,9","59,66","60,34","60,21","60,42","61,34","62,06","62,73"
IPM314,314,Kota Kupang,Nusa Tenggara Timur,"74,81","75,74","76,38","77,24","77,58","77,95","78,14","78,25","78,84","79,55","79,71","79,74","80,2","80,62","81,08"
IPM315,315,Sambas,Kalimantan Barat,"59,81","60,57","61,53","62,47","63,28","64,14","64,94","65,92","66,61","67,02","67,03","67,1","67,95","68,69","69,31"
IPM316,316,Bengkayang,Kalimantan Barat,"62,5","62,94","63,42","63,99","64,4","64,65","65,45","65,99","66,85","67,57","67,87","68,04","68,74","69,53","70,3"
IPM317,317,Landak,Kalimantan Barat,"60,36","61,67","62,38","62,72","63,59","64,12","64,58","64,93","65,45","65,96","65,98","66,21","67,17","68,14","69,08"
IPM318,318,Mempawah,Kalimantan Barat,"59,48","59,95","60,75","62,09","62,78","63,37","63,84",64,"64,9","65,5","65,74","66,03","66,94","67,92","68,56"
IPM319,319,Sanggau,Kalimantan Barat,"60,57","60,96","61,39","61,72","62,06","63,05","63,9","64,61","65,15","65,67","65,77","66,2","66,91","67,77","68,43"
IPM320,320,Ketapang,Kalimantan Barat,"60,63","61,47","62,04","62,85","63,27","64,03","64,74","65,71","66,41","67,16","67,17","67,43","67,92","68,68","69,42"
IPM321,321,Sintang,Kalimantan Barat,"59,91","60,8","61,66","62,64","63,19","64,18","64,78","65,16","66,07","66,7","66,88","66,93","67,86","68,67","69,42"
IPM322,322,Kapuas Hulu,Kalimantan Barat,"59,84","60,83","61,85","62,63","62,9","63,73","63,83","64,18","65,03","65,65","65,69","65,75","66,7","67,67","68,58"
IPM323,323,Sekadau,Kalimantan Barat,"59,42","59,76","60,14","61,02","61,98","62,34","62,52","63,04","63,69","64,34","64,76","64,93","65,58","66,33","67,25"
IPM324,324,Melawi,Kalimantan Barat,"60,91","61,18","61,58","62,27","62,89","63,78","64,25","64,43","65,05","65,54","65,55","65,87","66,81","67,76","68,66"
IPM325,325,Kayong Utara,Kalimantan Barat,"55,83","56,58","57,53","57,92","58,52","60,09","60,87","61,52","61,82","62,66","62,68","62,9","63,81","64,79","65,74"
IPM326,326,Kubu Raya,Kalimantan Barat,"61,87","62,56","63,42","63,94","64,52","65,02","65,54","66,31","67,23","67,76","67,95","68,16","68,91","69,6","70,25"
